data_year,civilian_ct,female_civilian_ct,female_officer_ct,female_total_ct,male_civilian_ct,male_officer_ct,male_total_ct,population,total_pe_ct,state_id,state_name,state_abbr
2004,947.0,578.0,102.0,680.0,369.0,3319.0,3688.0,1942283.0,4368.0,55,West Virginia,WV
2005,916.0,568.0,103.0,671.0,348.0,3342.0,3690.0,1922933.0,4361.0,55,West Virginia,WV
2006,927.0,594.0,114.0,708.0,333.0,3631.0,3964.0,1968780.0,4672.0,55,West Virginia,WV
2007,975.0,605.0,114.0,719.0,370.0,3521.0,3891.0,2011429.0,4610.0,55,West Virginia,WV
2008,1095.0,615.0,121.0,736.0,480.0,3346.0,3826.0,1999737.0,4562.0,55,West Virginia,WV
2009,1044.0,649.0,123.0,772.0,395.0,3690.0,4085.0,2021090.0,4857.0,55,West Virginia,WV
2010,1009.0,634.0,123.0,757.0,375.0,3912.0,4287.0,2074366.0,5044.0,55,West Virginia,WV
2011,1059.0,667.0,127.0,794.0,392.0,3671.0,4063.0,2071365.0,4857.0,55,West Virginia,WV
2012,972.0,608.0,137.0,745.0,364.0,3562.0,3926.0,1955015.0,4671.0,55,West Virginia,WV
2013,991.0,623.0,129.0,752.0,368.0,3602.0,3970.0,1959523.0,4722.0,55,West Virginia,WV
2014,1071.0,620.0,125.0,745.0,451.0,3299.0,3750.0,2100227.0,4495.0,55,West Virginia,WV
2015,955.0,660.0,259.0,919.0,295.0,3877.0,4172.0,2029107.0,5091.0,55,West Virginia,WV
2016,999.0,605.0,148.0,753.0,394.0,3809.0,4203.0,1933369.0,4956.0,55,West Virginia,WV
2017,1030.0,611.0,141.0,752.0,419.0,3533.0,3952.0,1831045.0,4704.0,55,West Virginia,WV
2018,1456.0,930.0,165.0,1095.0,526.0,4537.0,5063.0,1819975.0,6158.0,55,West Virginia,WV
1985,554.0,427.0,90.0,517.0,127.0,1279.0,1406.0,510203.0,1923.0,56,Wyoming,WY
1986,573.0,434.0,94.0,528.0,139.0,1223.0,1362.0,509376.0,1890.0,56,Wyoming,WY
1987,554.0,406.0,94.0,500.0,148.0,1149.0,1297.0,492578.0,1797.0,56,Wyoming,WY
1988,575.0,416.0,96.0,512.0,159.0,1160.0,1319.0,474665.0,1831.0,56,Wyoming,WY
1989,603.0,430.0,87.0,517.0,173.0,1148.0,1321.0,478726.0,1838.0,56,Wyoming,WY
1990,615.0,421.0,83.0,504.0,194.0,1181.0,1375.0,457141.0,1879.0,56,Wyoming,WY
1991,593.0,437.0,85.0,522.0,156.0,1228.0,1384.0,463980.0,1906.0,56,Wyoming,WY
1992,584.0,411.0,87.0,498.0,173.0,1228.0,1401.0,470028.0,1899.0,56,Wyoming,WY
1993,578.0,419.0,59.0,478.0,159.0,1075.0,1234.0,474079.0,1712.0,56,Wyoming,WY
1994,502.0,364.0,56.0,420.0,138.0,1087.0,1225.0,480120.0,1645.0,56,Wyoming,WY
1995,508.0,389.0,60.0,449.0,119.0,1108.0,1227.0,484452.0,1676.0,56,Wyoming,WY
1996,607.0,434.0,76.0,510.0,173.0,1197.0,1370.0,485459.0,1880.0,56,Wyoming,WY
1997,709.0,455.0,58.0,513.0,254.0,1119.0,1373.0,484446.0,1886.0,56,Wyoming,WY
1998,604.0,451.0,72.0,523.0,153.0,1121.0,1274.0,485341.0,1797.0,56,Wyoming,WY
1999,626.0,467.0,84.0,551.0,159.0,1149.0,1308.0,484327.0,1859.0,56,Wyoming,WY
2000,625.0,461.0,81.0,542.0,164.0,1138.0,1302.0,499238.0,1844.0,56,Wyoming,WY
2001,776.0,541.0,82.0,623.0,235.0,1188.0,1423.0,499886.0,2046.0,56,Wyoming,WY
2002,759.0,513.0,87.0,600.0,246.0,1183.0,1429.0,504213.0,2029.0,56,Wyoming,WY
2003,798.0,538.0,105.0,643.0,260.0,1247.0,1507.0,506879.0,2150.0,56,Wyoming,WY
2004,697.0,496.0,104.0,600.0,201.0,1206.0,1407.0,512254.0,2007.0,56,Wyoming,WY
2005,497.0,398.0,112.0,510.0,99.0,1228.0,1327.0,515094.0,1837.0,56,Wyoming,WY
2006,559.0,441.0,111.0,552.0,118.0,1237.0,1355.0,521073.0,1907.0,56,Wyoming,WY
2007,698.0,518.0,125.0,643.0,180.0,1313.0,1493.0,529131.0,2136.0,56,Wyoming,WY
2008,647.0,493.0,108.0,601.0,154.0,1321.0,1475.0,539308.0,2076.0,56,Wyoming,WY
2009,636.0,490.0,116.0,606.0,146.0,1366.0,1512.0,551287.0,2118.0,56,Wyoming,WY
2010,569.0,443.0,109.0,552.0,126.0,1330.0,1456.0,570473.0,2008.0,56,Wyoming,WY
2011,680.0,524.0,135.0,659.0,156.0,1428.0,1584.0,575060.0,2243.0,56,Wyoming,WY
2012,623.0,461.0,115.0,576.0,162.0,1377.0,1539.0,584176.0,2115.0,56,Wyoming,WY
2013,711.0,514.0,192.0,706.0,197.0,1465.0,1662.0,590427.0,2368.0,56,Wyoming,WY
2014,816.0,567.0,148.0,715.0,249.0,1426.0,1675.0,591789.0,2390.0,56,Wyoming,WY
2015,790.0,516.0,141.0,657.0,274.0,1400.0,1674.0,595889.0,2331.0,56,Wyoming,WY
2016,877.0,559.0,145.0,704.0,318.0,1390.0,1708.0,595148.0,2412.0,56,Wyoming,WY
2017,782.0,498.0,138.0,636.0,284.0,1105.0,1389.0,588905.0,2025.0,56,Wyoming,WY
2018,833.0,541.0,132.0,673.0,292.0,1358.0,1650.0,588786.0,2323.0,56,Wyoming,WY
2018,724.0,537.0,2845.0,3382.0,187.0,9723.0,9910.0,3195153.0,13292.0,43,Puerto Rico,PR
