data_year,civilian_ct,female_civilian_ct,female_officer_ct,female_total_ct,male_civilian_ct,male_officer_ct,male_total_ct,population,total_pe_ct,state_id,state_name,state_abbr
1990,781.0,499.0,931.0,1430.0,282.0,3809.0,4091.0,606900.0,5521.0,10,District of Columbia,DC
1991,646.0,429.0,956.0,1385.0,217.0,3546.0,3763.0,598000.0,5148.0,10,District of Columbia,DC
1992,783.0,541.0,986.0,1527.0,242.0,3438.0,3680.0,589000.0,5207.0,10,District of Columbia,DC
1993,832.0,549.0,965.0,1514.0,283.0,3425.0,3708.0,578000.0,5222.0,10,District of Columbia,DC
1994,655.0,419.0,935.0,1354.0,236.0,3190.0,3426.0,570000.0,4780.0,10,District of Columbia,DC
1995,658.0,448.0,865.0,1313.0,210.0,2826.0,3036.0,554000.0,4349.0,10,District of Columbia,DC
1996,759.0,508.0,894.0,1402.0,251.0,2738.0,2989.0,543000.0,4391.0,10,District of Columbia,DC
1997,881.0,553.0,955.0,1508.0,328.0,3268.0,3596.0,529000.0,5104.0,10,District of Columbia,DC
1998,747.0,456.0,927.0,1383.0,291.0,3205.0,3496.0,523000.0,4879.0,10,District of Columbia,DC
1999,795.0,506.0,918.0,1424.0,289.0,3186.0,3475.0,519000.0,4899.0,10,District of Columbia,DC
2000,1043.0,715.0,931.0,1646.0,328.0,3316.0,3644.0,572059.0,5290.0,10,District of Columbia,DC
2001,887.0,542.0,971.0,1513.0,345.0,3598.0,3943.0,571822.0,5456.0,10,District of Columbia,DC
2002,1013.0,665.0,990.0,1655.0,348.0,3633.0,3981.0,570898.0,5636.0,10,District of Columbia,DC
2003,907.0,561.0,965.0,1526.0,346.0,3544.0,3890.0,563384.0,5416.0,10,District of Columbia,DC
2004,825.0,510.0,1020.0,1530.0,315.0,3744.0,4059.0,553523.0,5589.0,10,District of Columbia,DC
2005,757.0,430.0,1008.0,1438.0,327.0,3759.0,4086.0,550521.0,5524.0,10,District of Columbia,DC
2006,797.0,451.0,1014.0,1465.0,346.0,3782.0,4128.0,581530.0,5593.0,10,District of Columbia,DC
2007,832.0,474.0,1033.0,1507.0,358.0,3869.0,4227.0,588292.0,5734.0,10,District of Columbia,DC
2008,849.0,491.0,1055.0,1546.0,358.0,4021.0,4379.0,591833.0,5925.0,10,District of Columbia,DC
2009,829.0,470.0,1066.0,1536.0,359.0,4052.0,4411.0,599657.0,5947.0,10,District of Columbia,DC
2010,646.0,369.0,954.0,1323.0,277.0,3612.0,3889.0,601723.0,5212.0,10,District of Columbia,DC
2011,783.0,439.0,1002.0,1441.0,344.0,3869.0,4213.0,617996.0,5654.0,10,District of Columbia,DC
2012,775.0,426.0,1015.0,1441.0,349.0,3921.0,4270.0,632323.0,5711.0,10,District of Columbia,DC
2013,600.0,332.0,1088.0,1420.0,268.0,4112.0,4380.0,646449.0,5800.0,10,District of Columbia,DC
2014,629.0,338.0,1071.0,1409.0,291.0,4085.0,4376.0,658893.0,5785.0,10,District of Columbia,DC
2015,860.0,418.0,947.0,1365.0,442.0,3938.0,4380.0,672228.0,5745.0,10,District of Columbia,DC
2016,792.0,424.0,920.0,1344.0,368.0,3875.0,4243.0,681170.0,5587.0,10,District of Columbia,DC
2017,697.0,398.0,903.0,1301.0,299.0,3325.0,3624.0,693972.0,4925.0,10,District of Columbia,DC
2018,752.0,432.0,976.0,1408.0,320.0,3417.0,3737.0,702455.0,5145.0,10,District of Columbia,DC
1985,275.0,194.0,52.0,246.0,81.0,1173.0,1254.0,639650.0,1500.0,11,Delaware,DE
1986,281.0,193.0,52.0,245.0,88.0,1146.0,1234.0,651392.0,1479.0,11,Delaware,DE
1987,300.0,206.0,62.0,268.0,94.0,1189.0,1283.0,662642.0,1551.0,11,Delaware,DE
1988,437.0,240.0,70.0,310.0,197.0,1249.0,1446.0,679081.0,1756.0,11,Delaware,DE
1989,483.0,269.0,85.0,354.0,214.0,1294.0,1508.0,692488.0,1862.0,11,Delaware,DE
1990,517.0,341.0,118.0,459.0,176.0,1720.0,1896.0,685172.0,2355.0,11,Delaware,DE
1991,516.0,335.0,121.0,456.0,181.0,1740.0,1921.0,699396.0,2377.0,11,Delaware,DE
1992,525.0,341.0,129.0,470.0,184.0,1774.0,1958.0,707864.0,2428.0,11,Delaware,DE
1993,568.0,356.0,157.0,513.0,212.0,1922.0,2134.0,719130.0,2647.0,11,Delaware,DE
1994,595.0,374.0,170.0,544.0,221.0,1924.0,2145.0,725292.0,2689.0,11,Delaware,DE
1995,590.0,374.0,171.0,545.0,216.0,1936.0,2152.0,736565.0,2697.0,11,Delaware,DE
1996,607.0,393.0,178.0,571.0,214.0,1930.0,2144.0,744781.0,2715.0,11,Delaware,DE
1997,369.0,251.0,149.0,400.0,118.0,1389.0,1507.0,751970.0,1907.0,11,Delaware,DE
1998,752.0,450.0,206.0,656.0,302.0,2058.0,2360.0,764381.0,3016.0,11,Delaware,DE
1999,942.0,588.0,268.0,856.0,354.0,2160.0,2514.0,774931.0,3370.0,11,Delaware,DE
2000,1013.0,631.0,278.0,909.0,382.0,2371.0,2753.0,806621.0,3662.0,11,Delaware,DE
2001,1120.0,694.0,323.0,1017.0,426.0,2468.0,2894.0,820963.0,3911.0,11,Delaware,DE
2002,1150.0,714.0,338.0,1052.0,436.0,2761.0,3197.0,839193.0,4249.0,11,Delaware,DE
2003,1257.0,813.0,399.0,1212.0,444.0,2625.0,3069.0,843255.0,4281.0,11,Delaware,DE
2004,1161.0,697.0,348.0,1045.0,464.0,2561.0,3025.0,854779.0,4070.0,11,Delaware,DE
2005,1134.0,723.0,364.0,1087.0,411.0,2631.0,3042.0,870075.0,4129.0,11,Delaware,DE
2006,1047.0,663.0,351.0,1014.0,384.0,2520.0,2904.0,881748.0,3918.0,11,Delaware,DE
2007,1098.0,674.0,336.0,1010.0,424.0,2511.0,2935.0,895112.0,3945.0,11,Delaware,DE
2008,1080.0,668.0,350.0,1018.0,412.0,2558.0,2970.0,892606.0,3988.0,11,Delaware,DE
2009,1046.0,646.0,362.0,1008.0,400.0,2546.0,2946.0,905669.0,3954.0,11,Delaware,DE
2010,1304.0,812.0,434.0,1246.0,492.0,3128.0,3620.0,915164.0,4866.0,11,Delaware,DE
2011,1287.0,795.0,424.0,1219.0,492.0,3054.0,3546.0,923759.0,4765.0,11,Delaware,DE
2012,877.0,558.0,328.0,886.0,319.0,2028.0,2347.0,934970.0,3233.0,11,Delaware,DE
2013,898.0,575.0,352.0,927.0,323.0,2125.0,2448.0,944369.0,3375.0,11,Delaware,DE
2014,1316.0,744.0,297.0,1041.0,572.0,2552.0,3124.0,954220.0,4165.0,11,Delaware,DE
2015,1325.0,801.0,297.0,1098.0,524.0,2550.0,3074.0,962461.0,4172.0,11,Delaware,DE
2016,1404.0,870.0,319.0,1189.0,534.0,2618.0,3152.0,970016.0,4341.0,11,Delaware,DE
2017,694.0,371.0,273.0,644.0,323.0,2009.0,2332.0,978771.0,2976.0,11,Delaware,DE
2018,996.0,615.0,272.0,887.0,381.0,2043.0,2424.0,984141.0,3311.0,11,Delaware,DE
1985,14723.0,8396.0,2052.0,10448.0,6327.0,21864.0,28191.0,11393898.0,38639.0,12,Florida,FL
1986,15756.0,8847.0,2240.0,11087.0,6909.0,22635.0,29544.0,11703727.0,40631.0,12,Florida,FL
1987,16533.0,9722.0,2457.0,12179.0,6811.0,23986.0,30797.0,12051914.0,42976.0,12,Florida,FL
1988,17355.0,10306.0,2689.0,12995.0,7049.0,25183.0,32232.0,12412311.0,45227.0,12,Florida,FL
1989,19379.0,11586.0,2741.0,14327.0,7793.0,26377.0,34170.0,12706303.0,48497.0,12,Florida,FL
1990,20531.0,11954.0,3004.0,14958.0,8577.0,27407.0,35984.0,12973660.0,50942.0,12,Florida,FL
1991,21410.0,12294.0,3135.0,15429.0,9116.0,27868.0,36984.0,13313659.0,52413.0,12,Florida,FL
1992,21943.0,12838.0,3277.0,16115.0,9105.0,28203.0,37308.0,13525227.0,53423.0,12,Florida,FL
1993,23706.0,13904.0,3539.0,17443.0,9802.0,29491.0,39293.0,13718467.0,56736.0,12,Florida,FL
1994,25703.0,15010.0,3845.0,18855.0,10693.0,31431.0,42124.0,13987109.0,60979.0,12,Florida,FL
1995,26526.0,15377.0,4020.0,19397.0,11149.0,32363.0,43512.0,14214968.0,62909.0,12,Florida,FL
1996,25730.0,15624.0,4243.0,19867.0,10106.0,33107.0,43213.0,14746642.0,63080.0,12,Florida,FL
1997,24691.0,14902.0,4504.0,19406.0,9789.0,33464.0,43253.0,15007458.0,62659.0,12,Florida,FL
1998,25929.0,15197.0,4572.0,19769.0,10732.0,33286.0,44018.0,14966475.0,63787.0,12,Florida,FL
1999,26446.0,15933.0,4772.0,20705.0,10513.0,34680.0,45193.0,15178289.0,65898.0,12,Florida,FL
2000,26356.0,16340.0,5279.0,21619.0,10016.0,36004.0,46020.0,16049613.0,67639.0,12,Florida,FL
2001,24945.0,16240.0,5358.0,21598.0,8705.0,36563.0,45268.0,16465493.0,66866.0,12,Florida,FL
2002,28771.0,17672.0,5517.0,23189.0,11099.0,37270.0,48369.0,16790087.0,71558.0,12,Florida,FL
2003,26919.0,16686.0,5993.0,22679.0,10233.0,37391.0,47624.0,17102484.0,70303.0,12,Florida,FL
2004,28551.0,17961.0,6320.0,24281.0,10590.0,38810.0,49400.0,17489500.0,73681.0,12,Florida,FL
2005,29341.0,18307.0,6189.0,24496.0,11034.0,37776.0,48810.0,17883830.0,73306.0,12,Florida,FL
2006,29016.0,18450.0,6832.0,25282.0,10566.0,41497.0,52063.0,18186529.0,77345.0,12,Florida,FL
2007,30055.0,18959.0,6329.0,25288.0,11096.0,39030.0,50126.0,18341214.0,75414.0,12,Florida,FL
2008,29902.0,18807.0,6520.0,25327.0,11095.0,39117.0,50212.0,18427925.0,75539.0,12,Florida,FL
2009,28897.0,18602.0,6468.0,25070.0,10295.0,39753.0,50048.0,18646709.0,75118.0,12,Florida,FL
2010,28949.0,18422.0,6637.0,25059.0,10527.0,39765.0,50292.0,18910325.0,75351.0,12,Florida,FL
2011,27825.0,17799.0,6635.0,24434.0,10026.0,39260.0,49286.0,19173658.0,73720.0,12,Florida,FL
2012,28629.0,17777.0,6718.0,24495.0,10852.0,41169.0,52021.0,19434305.0,76516.0,12,Florida,FL
2013,28209.0,17924.0,6669.0,24593.0,10285.0,41437.0,51722.0,19672665.0,76315.0,12,Florida,FL
2014,29231.0,18322.0,6409.0,24731.0,10909.0,39512.0,50421.0,20007473.0,75152.0,12,Florida,FL
2015,27531.0,17711.0,6937.0,24648.0,9820.0,42193.0,52013.0,20388277.0,76661.0,12,Florida,FL
2016,31418.0,19612.0,7426.0,27038.0,11806.0,42062.0,53868.0,20750677.0,80906.0,12,Florida,FL
2017,28371.0,17938.0,7132.0,25070.0,10433.0,38844.0,49277.0,21152963.0,74347.0,12,Florida,FL
2018,28985.0,17843.0,6787.0,24630.0,11142.0,37906.0,49048.0,21441679.0,73678.0,12,Florida,FL
1985,3727.0,2502.0,1211.0,3713.0,1225.0,11323.0,12548.0,6014671.0,16261.0,13,Georgia,GA
1986,3812.0,2670.0,1289.0,3959.0,1142.0,11618.0,12760.0,6149745.0,16719.0,13,Georgia,GA
1987,4181.0,2844.0,1482.0,4326.0,1337.0,12224.0,13561.0,6269031.0,17887.0,13,Georgia,GA
1988,4350.0,3071.0,1609.0,4680.0,1279.0,13082.0,14361.0,6449325.0,19041.0,13,Georgia,GA
1989,4836.0,3287.0,1785.0,5072.0,1549.0,13716.0,15265.0,6484989.0,20337.0,13,Georgia,GA
1990,5021.0,3457.0,1923.0,5380.0,1564.0,14432.0,15996.0,6573238.0,21376.0,13,Georgia,GA
1991,5934.0,4060.0,2148.0,6208.0,1874.0,15890.0,17764.0,6675591.0,23972.0,13,Georgia,GA
1992,7212.0,4420.0,2333.0,6753.0,2792.0,16554.0,19346.0,6804598.0,26099.0,13,Georgia,GA
1993,8899.0,5517.0,2432.0,7949.0,3382.0,18563.0,21945.0,6971848.0,29894.0,13,Georgia,GA
1994,13355.0,8084.0,4405.0,12489.0,5271.0,26218.0,31489.0,7110933.0,43978.0,13,Georgia,GA
1995,15101.0,9032.0,4491.0,13523.0,6069.0,27032.0,33101.0,7259408.0,46624.0,13,Georgia,GA
1996,14411.0,8673.0,4560.0,13233.0,5738.0,26892.0,32630.0,7457929.0,45863.0,13,Georgia,GA
1997,13105.0,7915.0,4873.0,12788.0,5190.0,26234.0,31424.0,7592819.0,44212.0,13,Georgia,GA
1998,12685.0,7908.0,5020.0,12928.0,4777.0,27350.0,32127.0,7745797.0,45055.0,13,Georgia,GA
1999,9578.0,6120.0,3179.0,9299.0,3458.0,21491.0,24949.0,7845726.0,34248.0,13,Georgia,GA
2000,10943.0,6952.0,3050.0,10002.0,3991.0,21778.0,25769.0,8200086.0,35771.0,13,Georgia,GA
2001,15225.0,9548.0,5232.0,14780.0,5677.0,29457.0,35134.0,8403421.0,49914.0,13,Georgia,GA
2002,9926.0,6359.0,3206.0,9565.0,3567.0,21578.0,25145.0,8593897.0,34710.0,13,Georgia,GA
2003,15073.0,9331.0,5394.0,14725.0,5742.0,29938.0,35680.0,8719493.0,50405.0,13,Georgia,GA
2004,14635.0,9066.0,5423.0,14489.0,5569.0,30015.0,35584.0,8865341.0,50073.0,13,Georgia,GA
2005,14651.0,9124.0,5514.0,14638.0,5527.0,30285.0,35812.0,9111910.0,50450.0,13,Georgia,GA
2006,15126.0,9435.0,5725.0,15160.0,5691.0,30548.0,36239.0,9414191.0,51399.0,13,Georgia,GA
2007,15221.0,9691.0,6237.0,15928.0,5530.0,31319.0,36849.0,9603810.0,52777.0,13,Georgia,GA
2008,15448.0,9651.0,6243.0,15894.0,5797.0,32041.0,37838.0,9742376.0,53732.0,13,Georgia,GA
2009,16268.0,10060.0,6346.0,16406.0,6208.0,32598.0,38806.0,9886620.0,55212.0,13,Georgia,GA
2010,15029.0,9463.0,6692.0,16155.0,5566.0,32652.0,38218.0,9752532.0,54373.0,13,Georgia,GA
2011,15559.0,9635.0,6459.0,16094.0,5924.0,32659.0,38583.0,9880945.0,54677.0,13,Georgia,GA
2012,14947.0,9474.0,6579.0,16053.0,5473.0,32566.0,38039.0,9986384.0,54092.0,13,Georgia,GA
2013,14790.0,9345.0,6281.0,15626.0,5445.0,31372.0,36817.0,10059139.0,52443.0,13,Georgia,GA
2014,15172.0,9388.0,6355.0,15743.0,5784.0,31458.0,37242.0,10166148.0,52985.0,13,Georgia,GA
2015,15243.0,9558.0,6465.0,16023.0,5685.0,32010.0,37695.0,10475611.0,53718.0,13,Georgia,GA
2016,15319.0,9523.0,6655.0,16178.0,5796.0,32335.0,38131.0,10572283.0,54309.0,13,Georgia,GA
2017,7959.0,5231.0,4054.0,9285.0,2728.0,19992.0,22720.0,10694367.0,32005.0,13,Georgia,GA
2018,9755.0,6634.0,4815.0,11449.0,3121.0,22834.0,25955.0,10990513.0,37404.0,13,Georgia,GA
1985,507.0,352.0,123.0,475.0,155.0,2415.0,2570.0,1103930.0,3045.0,15,Hawaii,HI
1986,516.0,308.0,128.0,436.0,208.0,2391.0,2599.0,1111930.0,3035.0,15,Hawaii,HI
1987,535.0,381.0,150.0,531.0,154.0,2461.0,2615.0,1133879.0,3146.0,15,Hawaii,HI
1988,547.0,384.0,166.0,550.0,163.0,2477.0,2640.0,1143879.0,3190.0,15,Hawaii,HI
1989,598.0,415.0,167.0,582.0,183.0,2546.0,2729.0,1162879.0,3311.0,15,Hawaii,HI
1990,615.0,360.0,186.0,546.0,255.0,2645.0,2900.0,1159108.0,3446.0,15,Hawaii,HI
1991,643.0,445.0,171.0,616.0,198.0,2755.0,2953.0,1187105.0,3569.0,15,Hawaii,HI
1992,676.0,479.0,192.0,671.0,197.0,2810.0,3007.0,1213250.0,3678.0,15,Hawaii,HI
1993,681.0,460.0,175.0,635.0,221.0,2816.0,3037.0,1225983.0,3672.0,15,Hawaii,HI
1994,729.0,478.0,190.0,668.0,251.0,2662.0,2913.0,1233301.0,3581.0,15,Hawaii,HI
1995,704.0,478.0,186.0,664.0,226.0,2619.0,2845.0,1241665.0,3509.0,15,Hawaii,HI
1996,701.0,500.0,203.0,703.0,201.0,2676.0,2877.0,1238524.0,3580.0,15,Hawaii,HI
1997,854.0,597.0,228.0,825.0,257.0,2838.0,3095.0,1241657.0,3920.0,15,Hawaii,HI
1998,881.0,651.0,162.0,813.0,230.0,2847.0,3077.0,1289793.0,3890.0,15,Hawaii,HI
1999,826.0,592.0,251.0,843.0,234.0,2897.0,3131.0,1281793.0,3974.0,15,Hawaii,HI
2000,858.0,612.0,254.0,866.0,246.0,3031.0,3277.0,1314665.0,4143.0,15,Hawaii,HI
2001,876.0,632.0,268.0,900.0,244.0,2911.0,3155.0,1328623.0,4055.0,15,Hawaii,HI
2002,858.0,611.0,274.0,885.0,247.0,2946.0,3193.0,1350867.0,4078.0,15,Hawaii,HI
2003,861.0,615.0,268.0,883.0,246.0,2969.0,3215.0,1364659.0,4098.0,15,Hawaii,HI
2004,819.0,582.0,270.0,852.0,237.0,2863.0,3100.0,1370337.0,3952.0,15,Hawaii,HI
2005,850.0,608.0,280.0,888.0,242.0,2963.0,3205.0,1383742.0,4093.0,15,Hawaii,HI
2006,862.0,611.0,284.0,895.0,251.0,3033.0,3284.0,1394924.0,4179.0,15,Hawaii,HI
2007,901.0,634.0,290.0,924.0,267.0,3012.0,3279.0,1392635.0,4203.0,15,Hawaii,HI
2008,902.0,627.0,315.0,942.0,275.0,3103.0,3378.0,1397856.0,4320.0,15,Hawaii,HI
2009,916.0,635.0,311.0,946.0,281.0,3100.0,3381.0,1405431.0,4327.0,15,Hawaii,HI
2010,882.0,617.0,298.0,915.0,265.0,3070.0,3335.0,1479842.0,4250.0,15,Hawaii,HI
2011,877.0,615.0,299.0,914.0,262.0,3082.0,3344.0,1495625.0,4258.0,15,Hawaii,HI
2012,882.0,614.0,290.0,904.0,268.0,3073.0,3341.0,1514307.0,4245.0,15,Hawaii,HI
2013,876.0,602.0,279.0,881.0,274.0,3028.0,3302.0,1527273.0,4183.0,15,Hawaii,HI
2014,874.0,648.0,273.0,921.0,226.0,3154.0,3380.0,1543705.0,4301.0,15,Hawaii,HI
2015,930.0,630.0,294.0,924.0,300.0,3066.0,3366.0,1556738.0,4290.0,15,Hawaii,HI
2016,1279.0,844.0,539.0,1383.0,435.0,4498.0,4933.0,2424129.0,6316.0,15,Hawaii,HI
2017,778.0,543.0,307.0,850.0,235.0,2644.0,2879.0,1427538.0,3729.0,15,Hawaii,HI
2018,780.0,537.0,300.0,837.0,243.0,2544.0,2787.0,1420491.0,3624.0,15,Hawaii,HI
1985,1456.0,968.0,164.0,1132.0,488.0,3938.0,4426.0,2896470.0,5558.0,16,Iowa,IA
1986,1496.0,1024.0,155.0,1179.0,472.0,3939.0,4411.0,2863256.0,5590.0,16,Iowa,IA
1987,1554.0,1063.0,168.0,1231.0,491.0,3925.0,4416.0,2846018.0,5647.0,16,Iowa,IA
1988,1582.0,1078.0,173.0,1251.0,504.0,3940.0,4444.0,2845958.0,5695.0,16,Iowa,IA
1989,1581.0,1094.0,193.0,1287.0,487.0,4022.0,4509.0,2851865.0,5796.0,16,Iowa,IA
1990,1647.0,1126.0,208.0,1334.0,521.0,4114.0,4635.0,2789295.0,5969.0,16,Iowa,IA
1991,1849.0,1244.0,230.0,1474.0,605.0,4676.0,5281.0,3138015.0,6755.0,16,Iowa,IA
1992,1936.0,1334.0,243.0,1577.0,602.0,5080.0,5682.0,3480202.0,7259.0,16,Iowa,IA
1993,1853.0,1314.0,257.0,1571.0,539.0,4931.0,5470.0,3353392.0,7041.0,16,Iowa,IA
1994,1954.0,1311.0,270.0,1581.0,643.0,4807.0,5450.0,3249600.0,7031.0,16,Iowa,IA
1995,1904.0,1280.0,271.0,1551.0,624.0,4684.0,5308.0,3041956.0,6859.0,16,Iowa,IA
1996,2030.0,1419.0,386.0,1805.0,611.0,4768.0,5379.0,3170065.0,7184.0,16,Iowa,IA
1997,2144.0,1476.0,299.0,1775.0,668.0,4798.0,5466.0,3097450.0,7241.0,16,Iowa,IA
1998,2091.0,1381.0,322.0,1703.0,710.0,4725.0,5435.0,2921418.0,7138.0,16,Iowa,IA
1999,2340.0,1555.0,336.0,1891.0,785.0,4950.0,5735.0,3070618.0,7626.0,16,Iowa,IA
2000,2551.0,1659.0,342.0,2001.0,892.0,4958.0,5850.0,3153624.0,7851.0,16,Iowa,IA
2001,2571.0,1690.0,347.0,2037.0,881.0,5084.0,5965.0,3199087.0,8002.0,16,Iowa,IA
2002,2626.0,1702.0,357.0,2059.0,924.0,4976.0,5900.0,3146200.0,7959.0,16,Iowa,IA
2003,2633.0,1694.0,358.0,2052.0,939.0,4985.0,5924.0,3193360.0,7976.0,16,Iowa,IA
2004,2611.0,1698.0,370.0,2068.0,913.0,4841.0,5754.0,3147746.0,7822.0,16,Iowa,IA
2005,2660.0,1721.0,380.0,2101.0,939.0,4890.0,5829.0,3162663.0,7930.0,16,Iowa,IA
2006,2703.0,1696.0,385.0,2081.0,1007.0,4915.0,5922.0,3173941.0,8003.0,16,Iowa,IA
2007,2768.0,1746.0,404.0,2150.0,1022.0,5016.0,6038.0,3189662.0,8188.0,16,Iowa,IA
2008,2975.0,1852.0,407.0,2259.0,1123.0,5031.0,6154.0,3170469.0,8413.0,16,Iowa,IA
2009,2901.0,1800.0,455.0,2255.0,1101.0,5118.0,6219.0,3205435.0,8474.0,16,Iowa,IA
2010,2896.0,1785.0,439.0,2224.0,1111.0,5109.0,6220.0,3235788.0,8444.0,16,Iowa,IA
2011,2709.0,1694.0,441.0,2135.0,1015.0,4992.0,6007.0,3179378.0,8142.0,16,Iowa,IA
2012,3017.0,1815.0,390.0,2205.0,1202.0,5019.0,6221.0,3245233.0,8426.0,16,Iowa,IA
2013,2874.0,1754.0,418.0,2172.0,1120.0,5004.0,6124.0,3244635.0,8296.0,16,Iowa,IA
2014,2970.0,1821.0,402.0,2223.0,1149.0,5028.0,6177.0,3311006.0,8400.0,16,Iowa,IA
2015,3079.0,1876.0,435.0,2311.0,1203.0,5124.0,6327.0,3354213.0,8638.0,16,Iowa,IA
2016,3090.0,1861.0,445.0,2306.0,1229.0,5078.0,6307.0,3318993.0,8613.0,16,Iowa,IA
2017,2912.0,1757.0,441.0,2198.0,1155.0,4892.0,6047.0,3262185.0,8245.0,16,Iowa,IA
2018,2999.0,1716.0,393.0,2109.0,1283.0,4632.0,5915.0,3412949.0,8024.0,16,Iowa,IA
1985,374.0,313.0,251.0,564.0,61.0,1628.0,1689.0,1028987.0,2253.0,17,Idaho,ID
1986,407.0,338.0,255.0,593.0,69.0,1679.0,1748.0,1036521.0,2341.0,17,Idaho,ID
1987,479.0,397.0,242.0,639.0,82.0,1724.0,1806.0,1028254.0,2445.0,17,Idaho,ID
1988,518.0,429.0,207.0,636.0,89.0,1753.0,1842.0,1031963.0,2478.0,17,Idaho,ID
1989,557.0,440.0,217.0,657.0,117.0,1763.0,1880.0,1048197.0,2537.0,17,Idaho,ID
1990,584.0,469.0,221.0,690.0,115.0,1763.0,1878.0,1040226.0,2568.0,17,Idaho,ID
1991,721.0,568.0,269.0,837.0,153.0,1941.0,2094.0,1137586.0,2931.0,17,Idaho,ID
1992,984.0,755.0,254.0,1009.0,229.0,2434.0,2663.0,1486687.0,3672.0,17,Idaho,ID
1993,753.0,604.0,206.0,810.0,149.0,2068.0,2217.0,1239412.0,3027.0,17,Idaho,ID
1994,813.0,679.0,133.0,812.0,134.0,1945.0,2079.0,1188460.0,2891.0,17,Idaho,ID
1995,851.0,697.0,137.0,834.0,154.0,2092.0,2246.0,1216878.0,3080.0,17,Idaho,ID
1996,904.0,737.0,166.0,903.0,167.0,2356.0,2523.0,1229479.0,3426.0,17,Idaho,ID
1997,871.0,714.0,138.0,852.0,157.0,2091.0,2248.0,1265130.0,3100.0,17,Idaho,ID
1998,988.0,807.0,154.0,961.0,181.0,2357.0,2538.0,1270444.0,3499.0,17,Idaho,ID
1999,985.0,823.0,178.0,1001.0,162.0,2427.0,2589.0,1308046.0,3590.0,17,Idaho,ID
2000,1041.0,850.0,149.0,999.0,191.0,2438.0,2629.0,1335701.0,3628.0,17,Idaho,ID
2001,1165.0,969.0,153.0,1122.0,196.0,2494.0,2690.0,1363532.0,3812.0,17,Idaho,ID
2002,1217.0,977.0,155.0,1132.0,240.0,2495.0,2735.0,1386037.0,3867.0,17,Idaho,ID
2003,1183.0,950.0,161.0,1111.0,233.0,2538.0,2771.0,1412529.0,3882.0,17,Idaho,ID
2004,1304.0,1056.0,178.0,1234.0,248.0,2705.0,2953.0,1440470.0,4187.0,17,Idaho,ID
2005,1361.0,1135.0,202.0,1337.0,226.0,2908.0,3134.0,1533254.0,4471.0,17,Idaho,ID
2006,1399.0,1134.0,200.0,1334.0,265.0,2726.0,2991.0,1523566.0,4325.0,17,Idaho,ID
2007,1498.0,1057.0,199.0,1256.0,441.0,2769.0,3210.0,1550280.0,4466.0,17,Idaho,ID
2008,1863.0,1326.0,199.0,1525.0,537.0,2801.0,3338.0,1575635.0,4863.0,17,Idaho,ID
2009,1616.0,1278.0,204.0,1482.0,338.0,2806.0,3144.0,1606258.0,4626.0,17,Idaho,ID
2010,1694.0,1358.0,219.0,1577.0,336.0,2963.0,3299.0,1667541.0,4876.0,17,Idaho,ID
2011,1587.0,1281.0,198.0,1479.0,306.0,2902.0,3208.0,1650055.0,4687.0,17,Idaho,ID
2012,1632.0,1296.0,183.0,1479.0,336.0,2913.0,3249.0,1657731.0,4728.0,17,Idaho,ID
2013,1656.0,1340.0,185.0,1525.0,316.0,2843.0,3159.0,1673884.0,4684.0,17,Idaho,ID
2014,1634.0,1281.0,196.0,1477.0,353.0,2841.0,3194.0,1692343.0,4671.0,17,Idaho,ID
2015,1709.0,1346.0,213.0,1559.0,363.0,2881.0,3244.0,1719351.0,4803.0,17,Idaho,ID
2016,1703.0,1375.0,219.0,1594.0,328.0,2933.0,3261.0,1741411.0,4855.0,17,Idaho,ID
2017,1663.0,1322.0,204.0,1526.0,341.0,2656.0,2997.0,1785558.0,4523.0,17,Idaho,ID
2018,2673.0,1539.0,205.0,1744.0,1134.0,2689.0,3823.0,1819181.0,5567.0,17,Idaho,ID
1985,6768.0,4206.0,1446.0,5652.0,2562.0,25447.0,28009.0,11667537.0,33661.0,18,Illinois,IL
1986,6683.0,4245.0,1850.0,6095.0,2438.0,25733.0,28171.0,11659357.0,34266.0,18,Illinois,IL
1987,6606.0,4265.0,2056.0,6321.0,2341.0,25807.0,28148.0,11686765.0,34469.0,18,Illinois,IL
1988,7550.0,4832.0,2245.0,7077.0,2718.0,26478.0,29196.0,11667531.0,36273.0,18,Illinois,IL
1989,7622.0,4912.0,2338.0,7250.0,2710.0,26369.0,29079.0,11781259.0,36329.0,18,Illinois,IL
1990,9292.0,6313.0,2597.0,8910.0,2979.0,26699.0,29678.0,11549939.0,38588.0,18,Illinois,IL
1991,9724.0,6613.0,2784.0,9397.0,3111.0,27040.0,30151.0,11790516.0,39548.0,18,Illinois,IL
1992,8955.0,5720.0,3004.0,8724.0,3235.0,26872.0,30107.0,11878347.0,38831.0,18,Illinois,IL
1993,11793.0,7722.0,3498.0,11220.0,4071.0,31707.0,35778.0,13695551.0,46998.0,18,Illinois,IL
1994,11864.0,7545.0,3829.0,11374.0,4319.0,35067.0,39386.0,15774099.0,50760.0,18,Illinois,IL
1995,9489.0,6200.0,3649.0,9849.0,3289.0,29282.0,32571.0,12093701.0,42420.0,18,Illinois,IL
1996,10144.0,6422.0,3723.0,10145.0,3722.0,29128.0,32850.0,12111032.0,42995.0,18,Illinois,IL
